full_text;sentimen;
@Bamseuropa @zy_zy_lestary Simple aja knp Puan abaikan surpres RUU perampasan aset? Pemerintah sdh menunaikan kewajibannya kini giliran DPR donk. Bikin perpu itu utk hal2 yg bersifat darurat. Emangnya DPR malas itu alasan darurat gitoe xixixi! ;negatif;
@ebe_ganzo @DPR_RI @basuki_btp @puanmaharani_ri @bang_dasco @NasDem @PDemokrat @PKSejahtera yg berpihak pada rakyat itu RUU Perampasan Aset Koruptor kalo UU pileg lebih berpihak pada politisi dan parpol (golongan);negatif;
@ch_chotimah2 PANTAS RUU PERAMPASAN ASET MANGKRAK https://t.co/8biZIlBWse;negatif;
@ch_chotimah2 RUU PERAMPASAN ASET HARUS IJIN JURAGAN https://t.co/XE2tOfLdwv;negatif;
@crack_sys @txtdrimhswa @zy_zy_lestary Pelemahan KPK berasal dari Revisi Undang Undang KPK Nomor 30 Tahun 2002. Draf Awal Revisi UU KPK diajukan Pemerintah Pusat a.k.a Presiden kepada DPR untuk dibahas dimohon pengesahan sama halnya RUU Perampasan Aset ya;negatif;
@BANGSAygSUJUD @prabowo @Ndons_Back @romoatheist @mpoklela7 @mas_veel @Kimberley_PS08 @jatmiko99604253 @gtobing2903 @99propaganda @FDonghun @florieliciouss Kalo benar mau memberantas korupsi tunjukan kesingguhan kpd rkyt dgn meneebitkan PERPPU perampasan ;;
@zy_zy_lestary GOBLOK Anjing betina ini. DPR itu kolektif kolegial bukan perorangan.smua partai terlibat.klo KIM mau ambil alih slesai itu RUU Perampasan aset.Knp yg jadikan sasaran PDI-P.GOBLOK boleh tapi jangan ngajak2 org lain.Asuu;negatif;
Kalaupun Ibu Puan bersama PDI-P menolak kalau KIM Plus menghendaki pasti jadi itu pengesahan RUU Perampasan Aset menjadi UU Perampasan Aset. Suara PDI-P cuma 21% saat itu. si juki tinggal instruksikan aja tuh sama anggota DPR KIM Plus pasti jadi;negatif;
@zy_zy_lestary 4 Mei 2023 diserahkan dengan kondisi Periode Reses DPR (14 April 2023 - 15 Mei 2023) RUU Perampasan Aset sudah dilakukan pembahasan awal. Membahas 1 Undang Undang Besar apalagi Undang Undang Undang penerapan pertama bukan 1 - 2 bulan. ‐--;positif;
Sudah mendorong agar DPR RI segera mengesahkan RUU PERAMPASAN ASET dari 10 tahun lebih tapi nyatanya DPR tidak juga mau melakukannya.... Siapa yang tidak serius sebenarnya dalam memberantas Korupsi? https://t.co/wR94yBlKA8;negatif;
Sdh 2025 tp blm dengar kabar tindak lanjutnya. @DPR_RI https://t.co/2IEgTv92xT;negatif;
@kartarahardja Skrg Kim+ udh mendominasi DPR. Ayoo dong sah kan RUU perampasan aset toh dri fraksi PDIP jga udh mendorong ko dri mulai dilantik nya anggota DPR baru Adian dkk sdh meneriakkan utk sah kan RUU tsb tpi mana ?;negatif;
@kartarahardja Padahal mayoritas kursi di DPR adalah partai pendukung koalisi pemerintah ujar Tibiko. Peneliti Pusat Kajian Antikorupsi Universitas Gadjah Mada (Pukat UGM) Zaenur Rohman menyebut apa yang diminta Presiden Jokowi untuk RUU Perampasan Aset s;negatif;
@kartarahardja Dia santai bikin surpres RUU perampasan aset karena asetnya kagak ada yang nyolong dah geetuu aja he he he;negatif;
Gue juga mau kok percaya kalau makan Jangkrik itu bergizi. Tapi jaminan apa yang bisa lu kasih atas kepercayaan kami @prabowo @gibran_tweet @Gerindra ? Bisa ngejamin koruptor dihukum minimal 10 tahun dan RUU Perampasan Aset di sahkan gak?;negatif;
sampek kapanpun negara indo ini gakan bisa maju karna rakyatnya banyakan yg tolol mental pengemis maling dan serakah pantas dpr gamau sahkan ruu perampasan aset para koruptor ya begini rakyatnya dan dprnya juga bukan dibantu malah ambil jeruknya rebutan tolol.;negatif;
@Mdy_Asmara1701 Utusan presiden sebanyak itu harus dipangkas tunjangan ini itu juga dipangkas kabinet di rampingin RUU perampasan aset disahkan Gitu aja lho kok susah amat;negatif;
Om bahkan kalau pemerintah ngomong kalau makan tembok bergizi juga warga mau kok percaya. Pertanyaannya jaminan kepercayaan rakyat ada gak? Kalau kasus korupsi masih dibawah 10 tahun dan RUU Perampasan Aset gak ada gue sih wajar kalau mereka misuh ;negatif;
@TukangBedah00 Bermula dari cara masuknya yg gak bener.. sama aja kayak DPR Mau jadi anggota dpr harus keluar duit banyak.. akhirnya harus korupsi biar balik modal itu belum ambil untung.. makanya DPR banyak kasus korupsi dan mereka gak mau ketok RUU pera;negatif;
@hemaviton99 @prabowo @Fraksi_Gerindra setuju apalagi RUU Perampasan Aset Koruptor segera disahkan segera laksanakan amanat reformasi pemerintahan yg bersih dari KKN;positif;
@Heraloebss kalau RUU perampasan aset disahkan anggota DPR jadi gembel semua;negatif;
@Kelik_Es @Dennysiregar7 bukan tidak menguntungkan tapi membahas ini bisa mati gaya atau bunuh diri karena disana sarangnya korupsi https://t.co/xrSYMiniWG;negatif;
@Sarawakyesss @H1m4_W4r1 @pemburupendusta @detikcom @EviDrajat @Hermoyliana @Abbot_CapruxII @ChainsawSimple @ike_hw71 @PUTRY_NUSANTARA @bonapasogit24 @8_FERRY_8 Hai paman wari$ ayuk dukung KIM plus sahkan RUU Perampasan aset. Masa kamu kepanasan seperti l;positif;
@Heraloebss Ruu perampasan aset jauh lebih mendesak;positif;
@Heraloebss Ga ada nyali DPR Mengsah kan RUU perampasan aset;negatif;
@Heraloebss O'on banget seeh...? Noh sahkan segera RUU Perampasan Aset Koruptor!! Jangan giliran urusan UU yg mungkin saja nyerempet kalian malah ditunda-tunda dengan berbagai dalih.;negatif;
@Heraloebss Wuih enak aja RUU perampasan aset Koruptor harus di sahkan gue bisa miskin berjamaah nanti. Enak disitu gk enak digue ;negatif;
Usulan RECEH!!! Kau sah kan saja RUU perampasan aset Koruptor Itu Potensi yang luar biasa Besar https://t.co/qlObLuSNXw;negatif;
Gdg @DPR_RI itu sarang'a koruptor mk sampai skrg mreka tdk prnah stuju jk koruptor dimiskinkan. RUU Perampasan Aset hanya sbts wacana. Susno Duadji: Sungguh Kejam Dana CSR Bank Indonesia Jatah Rakyat Miskin Dikorup Orang yang Katanya Terhormat - FAJAR https://t.co/utsYfXdNaU;negatif;
KPK mengungkapkan bahwa Bank Indonesia terlibat skandal Korupsi Triliunan rupiah dana tersebut mengalir k anggota DPR RI Komisi XI melalui program Corporate Social Responsibility ( CSR ). Makanya @DPR_RI ogah mengesahkan RUU Perampasan Aset ya ini salah satunya .. https://t.co/HFhjouRiul;negatif;
Bukan Cuma RUU Perampasan Aset Menteri Hukum: Perlu Ada RUU Pembatasan Transaksi Uang Kartal. https://t.co/JspRB0DWNo;positif;
Setuju. Saya menyarankan kita sogok DPR untuk mengesahkan RUU perampasan aset.;negatif;
Baiknya miskinkan tapi sebelumnya hrs sahkan dl RUU Perampasan Aset Koruptor ;positif;
@ch_chotimah2 Andai aku jadi Megawati... Anakku tak suruh menandatangani RUU Perampasan Aset dan di miskinkan bagi para koruptor.;positif;
@OposisiCerdas Kapan RUU perampasan aset koruptor di Tok juga ?;negatif;
Ketua partai yg konon katanya partai reformis tp gak pro nilai-nilai reformasi. Contoh: gak mau mengesahkan RUU perampasan aset.;negatif;
Presiden Prabowo Komit Berantas Korupsi Kenapa RUU Perampasan Aset Gak Direalisasikan? Ini Kata Menteri Hukum Andi Agtas. Hanya di YouTube Fristian Griec Media #menterihukum #prabowo #gibran #korupsi #kpk #perampasan #aset #partai #politik #100hari https://t.co/SQHLLEMz0I;negatif;
Pantas saja selama era Presiden @jokowi RUU Perampasan Aset Koruptor tidak bisa disahkan. Coba era pak Presiden @prabowo ini RUU itu di sahkan? Pasti negara ini bisa lunasi sebagian hutangnya @antaranews @mediaindonesia @indozonemedia @BBCIndonesia @CNNIndonesia @detikcom;negatif;
Beda dengan RUU perampasan aset ya lebih kuat pengaruh para malingnya daripada pengaruh para malaikat. Ini jelas mengindikasikan hampir semua pemangku pengelola negara para-para maling juga.;negatif;
@Bang_Ramzan kayak gak tahu aja ruu perampasan aset koruptor knp tdk di dok?;negatif;
@BosPurwa Makanya banyak yg gak mau RUU Perampasan Aset disahkan jadi UU. Ada azas pembuktian terbalik di UU itu.;negatif;
@PartaiSocmed Semoga RUU Perampasan Aset segera disahkan jd UU;positif;
@kompascom Sahkan RUU perampasan aset koruptor baru berfikir untuk kebijakan2 lain. Subsidi dikurangi pajak dinaikkan kesempatan kerja minim kemiskinan &amp;positif;
@cholilnafis Pajakin 100 orang terkaya di Indonesia &amp;;
@kimjiyeonstwin @gummogun @bakuldimsum_ perampasan aset? Mana mahasiswa yang sering demo itu?? Kenapa ga demo pengesahan RUU jadi UU perampasan aset? Kenapa ga ada demo tentang itu??;negatif;
Ada yang mendadak tapi bukan tahu bulat. Ada RUU yang kurang dari 24 jam bisa dibahas dan diambil keputusan oleh Badan Legislatif (Baleg) DPR RI. Eh tapiii RUU Perampasan Aset kok nggak dibahas-bahas? Bagaimana pendapat kalian? #RUUMinerba #SegeraBahasRUUPerampasanAset https://t.co/Aa3OSnqgji;negatif;
@puanmaharani_ri KAPAN DIRESMIKAN RUU PERAMPASAN ASET BU?;negatif;
@Widyawa64704930 @BarisanPemudaRI RUU perampasan aset udah di ajukan th 2022 tapi sepi aja tuh malah sibuk ngurusin mulyono2 gada demo ga heboh2 tau2 di tolak;negatif;
@CNNIndonesia Setuju! DPR harus cepat ratified RUU perampasan aset ! DPR hayoolah selamatkan negara ini melalui UU perampasan aset!;positif;
Selamat Pagi Salut dengan kinerja Pak @prabowo di 100 hari kerja. Semoga next akan segera mengesahkan RUU Perampasan aset para koruptor. (Semoga di 2025) Tanpa Koruptor Negara kita Maju. #KinerjaPrabowoTerbukti https://t.co/IV5w7d88tw;positif;
Ada yang mendadak tapi bukan tahu bulat. Ada RUU yang kurang dari 24 jam bisa dibahas dan diambil keputusan oleh Badan Legislatif (Baleg) DPR RI. Eh tapii RUU Perampasan Aset kok gak dibahas-bahas? Bagaimana pendapat kalian? #RUUMinerba #SegeraBahasRUUPerampasanAset https://t.co/dD7jwwNEbt;negatif;
Mahasiswa melakukan demo besar besaran selama sebulan yg diikuti seluruh BEM se Indonesia mendesak DPR segera mengesahkan RUU perampasan aset tapi mimpi !!!! https://t.co/LyOcyYg9jl;negatif;
@walhinasional Waduh @DPR_RI RUU PERAMPASAN ASET apa kabar boi???;negatif;
@Heraloebss RUU perampasan aset. Ruwet penuh intrik framing alasannya masuk akal tapi niatnya mengulur waktu pengalihan isu ruwet. Terus menerus.... ... Suci terus-menerus Suci gak usah moleh... ;negatif;
@TeddGus OMONGAN KAU GAK BISA DIPERCAYA KASUS2 KORUPSI LAIN JUGA BANYAK YG MANDEG NGAPAIN NGURUSIN HASTO. MENDING KAU TERIAK2 TUH KE DPR BIAR RUU PERAMPASAN ASET KORUPTOR SEGERA DISAHKAN.;positif;
@ARSIPAJA Padahal cukup sahkan RUU perampasan aset aja;positif;
@sukardiyahya162 Sejujurnya dia sedang dimanfaatkan oleh kader korup yang berikan melalui kepercayaan semu. Lihat indikasinya Herman Herry mantan ketua Komisi 3 yang terlibat kasus korupsi bansos mendadak hilang dari dakwaan. Arteria lemahkan KPK dan Bamb;;
@pemburupendusta @NgkongRoses @prabowo @Gerindra @DPR_RI Yup benar lakukan efisiensi contohnya mungki para para pejabat tidak mendapat tunjangan biar mereka tiap bulannya mendptkn gaji UMR biar sama seperti rakyat yg menggaji mereka. Jika masalah RUU pera;;
Itu pengalihan isu berbagai kasus korupsi oleh kader PDIP termasuk Herman Herry Arteria Dahlan lemahkan KPK Bambang Pacul tolak RUU Perampasan Aset dan Harun Masiku yang melibatkan Megawati. Siap siap setelah Harun Masiku tertangkap Megawati penjara https://t.co/7W0Brah83T;negatif;
@Gunawan75_ Itu pengalihan isu berbagai kasus korupsi oleh kader PDIP termasuk Herman Herry Arteria Dahlan lemahkan KPK Bambang Pacul tolak RUU Perampasan Aset dan Harun Masiku yang melibatkan Megawati. Siap siap setelah Harun Masiku tertangkap Megawati m;negatif;
@cagubnyinyir2 @BudiIstiyo89522 @H1m4_W4r1 @iam_zelt @bagoesz @gtobing2903 @YoYoAyo17845 Itu pengalihan isu berbagai kasus korupsi oleh kader PDIP termasuk Herman Herry Arteria Dahlan lemahkan KPK Bambang Pacul tolak RUU Perampasan Aset dan Harun Masiku y;negatif;
@pemburupendusta @KangManto123 Partai KIM+ harus berani sahkan RUU Perampasan Aset.;positif;
woi dontol Ayo sah kan RUU perampasan aset kimak! Greget bgt dh @DPR_RI https://t.co/mtzd5C0fza;positif;
@Metro_TV Made in *Jongos* kale RUU Perampasan Aset gak kelar2 presiden mestinya Bikin PERPU kek atau apa. Tolol amat pejabat se Indonesia Ini Bangsa IQ 70;negatif;
@puanmaharani_ri RAKYAT LEBIH BAHAGIA KALO SEGERA DI SAHKAN RUU PERAMPASAN ASET;positif;
Daripada bingung cari sumber dana makan siang gratis cari duit dari hasil perampasan aset koruptor pak. Sahkan RUU Perampasan aset milik koruptor. Miskinkan koruptor pak. Evaluasi pengelolaan Sumber Daya Alam secara efektif &amp;positif;
@akbarfaizal68 Maksakan diri...tetapi RUU Perampasan Aset tidak mau segera disahkan.;negatif;
@Heraloebss Nah betul tu... Adem ae RUU Perampasan Aset apa karena takut?;negatif;
@Heraloebss Jadi klo misal deal RUU perampasan aset di sahkan beliau ini termasuk salah satu org yg bakalan kere miss;negatif;
Korupsi Bukan Soal Gajinya Kecil Tapi Moralnya Rusak! Rakyat lagi susah cari duit jangan Dikit2 naikin Gaji dikit2 Naikin Tunjangan Pea! Bukan gajinya yg dinaikin tapi Penindakannya yg dikuatkan jika Pro Rakyat Segera sahkan RUU perampasan aset! https://t.co/TegpU2pwsf;positif;
@Heraloebss Gara2 korupsi pak kok itu g di sebutkan ya. Coba jk duit koruptor itu d rampas RI bakalan nambah pemasukannya buat negara pak. Salah satunya ruu perampasan hak aset segera d sahkan tuh.;positif;
@puanmaharani_ri Materinya seru seru a.l faktor kesulitan RUU perampasan aset koruptor menjadi undang undang mendesaktidaknya tugas kok dikembalikan ke lembaga kejaksaan kenapa fraksi PDIP menyetujui perubahan UU kpk di zaman rezim lama dlsb;negatif;
Kenapa ya ketua DPD tidak sekalian mendukung RUU Perampasan Aset? ;negatif;
@Mdy_Asmara1701 RUU perampasan aset yg disahkan biar g ada transaksi Otak pake;positif;
Saat Hujan Deras Mahasiswa Medan Unjuk Rasa ke DPRD SU Tuntut Sahkan RUU Perampasan Aset https://t.co/PYa57ZGyXx https://t.co/GhHeiGDEaD;positif;
@tempodotco Bisa dilaksanakan kalo RUU Perampasan Aset disetujui dan disahkan.;positif;
@AirinDatangLagi UMKM lokal hilirisasi RUU perampasan aset..tuh bualan dinasti mulyono. Fasih banget ngiboelnya.;negatif;
@tempodotco 6 bulan capaian progress apa buat detail om bukan saatnya kampanye janji kosong omon2 1. RUU perampasan aset resmi jadi UU 2 ...... 3 ...... 4 ...... 5 sabar tunggu 1 thn;negatif;
@geloraco ADUH PAAK PUSING AMAT MIKIRIN BIAYA MBG SURUH AJA TUH KOALISI BAPAK DI DPR UTK MENSAHKAN RUU PERAMPASAN ASET KORUPTOR NTAR HASIL RAMPASAN DIPAKE BUAT BIAYAIN MBG DAN LAINNYA LUMAYAN LHO PAK BISA DAPAT RATUSAN TRILIUN.;positif;
@antaranews HEY WAKIL RAKYAT SAH KAN AJA TUH RUU PERAMPASAN ASET KORUPTOR. HASIL RAMPASAN PAKE TUH BUAT BIAYAI MBG RIBET AMAT KALIAN ;positif;
@GlowTryz @DizaRifky @prabowo @gibran_tweet @KejaksaanRI @gsn_id_official @AntoniusCDN @PreciosaKanti Sahkan saja RUU Perampasan aset koruptor;positif;
@CNNIndonesia Gass supaya berlari lebih kencang. Gunakan pengaruh di parlemen untuk pengesahan RUU perampasan aset koruptor;positif;
@KompasTV Patut kita dukung namun pemberantasa korupsi harus menjadi prioritas utama. Salah satunya dengan cara mendorong secara serius pengesahan RUU perampasan aset koruptor;positif;
Ini dah kelewatan selama 5 tahun rakyat ditipu oleh para bandit minyak itu. Hukuman yg tepat harus ada regulasi hukum agar para bandit minyak itu bisa dihukum mati dan segera disahkannya RUU Perampasan Aset Koruptor oleh DPR ! CC. @prabowo @puanmaharani_ri;positif;
Minimal ruu perampasan aset dan pajak orkay2 ngehe.;negatif;
RUU PERAMPASAN ASET DISAHKAN SAJALAH WAHAI HEWAN2 DI GEDUNG DPR RI.;positif;
Apa kabar RUU Perampasan Aset?;negatif;
@enoliska_ bersih-bersih tp RUU Perampasan Aset ga dikelarin. paling dipenjara bentar didenda dikit terus hidup mewah lagi.;negatif;
@hidupitupelik makanya nohh suruh dpr nya sah in ruu perampasan aset kocaakkk kalo ga darisitu darimana lagi keputusan hukum buat miskinin koruptor;positif;
@Epricila10 Halah... Dari esbeye Jokowi sampe Prabowo gak ada yg serius memberantas korupsi. Kalo emang mau berantas korupsi kenapa gak diterbitkan Perppu perampasan aset ketika RUU nya mandeg di DPR sekian ribu purnama;negatif;
tetapi hanya 7.3 triliun yang berhasil kembali ke kas negara. Maka sangat penting RUU perampasan aset bisa disahkan sehingga kejaksaan punya dasar hukum untuk melakukan pemulihan aset hasil korupsi dan memiskinkan para koruptor. #SahkanRUUPerampasanAset #SegeraBahasPerampasanAset;positif;
Mau sampai kapan pemerintah dan DPR menutup mata? Sampai kapan RUU Perampasan Aset tidak masuk Prolegnas? Sudah seharusnya penanganan pemberantasan korupsi menjadi perhatian serius karena korupsi adalah kejahatan luar biasa yang merusak struktur ekonomi dan sosial negara.;negatif;
@PaltiWest2024 Jokowi dan keluarganya harus di hukum mati bangkitnya kesadaran dari sistem yg dholim #AdiliJokowi #hukummatikoruptor sahkan RUU perampasan aset;positif;
@Simemaki @PaltiWest2024 Jokowi dan keluarganya harus di hukum mati bangkitnya kesadaran dari sistem hukum yang dholim #AdiliJokowi #hukummatikoruptor sahkan RUU perampasan aset;positif;
@Dennysiregar7 Saran dpr biar setuju sahkan ruu perampasan aset apa ya ?;negatif;
@kenhans03 Akhirny bersih daa smoga RUU perampasan aset segera dilakukan;positif;
@xquitavee @prabowo Gak akan. Koalisi Prabowo di DPR malah tidak memasukkan RUU Perampasan aset ke dalam Prolegnas. Kamu ditipu kesekian kali.;negatif;
@Dsinathrya Makanya RUU Perampasan Aset gak mau di sahkan takut gak bisa make lagi;negatif;
@CNNIndonesia Yang betul itu sahkan RUU Perampasan aset &amp;positif;
@enoliska_ Teman ig gue bgt tuh trs pake blg harusnya ruu perampasan aset yang kalian demoin kemarin bukan terkait sesuatu yang udah digoreng politikus---- Trs pas gue storyin tuntutan demo termasuk ruu tsb didalamnya dia ga ngerespon apapun;negatif;
@Metro_TV Ucapan komisi XII @DPR_RI berlawan dengan temuan @KejaksaanRI . Untuk duit DPR RI pasti mau melakukan segalanya bahkan RUU PERAMPASAN ASET pun dibegal oleh Baleg DPR RI. https://t.co/xnz5DMR8gu;negatif;
Btw Indonesia kan lagi urgensi koruptor nih TAPI KNP RUU PERAMPASAN ASET GK DIDESAK DISAHKAN?;negatif;
RUU Perampasan Aset emang harus segera disahkan di tengah kondisi Pemerintah lagi ingin jadi Game Changer. Tangan besi its okey. Asal semua bisa adil.;positif;
@kompascom BANGKE !! Segerakan RUU Perampasan Aset para koruptor menjadi Ketetapan UU. Prolegnas RUU Perampasan Aset wajib jadi program prioritas @DPR_RI dan @kemenkum Jangan jadikan rakyat terus dimanfaatkan menjadi sapi perah para oknum pejabat gila har;positif;
@malesbangunaja @NarasiNewsroom Nunggu RUU perampasan aset jadi UU bang besok pas lebaran kuda :);negatif;
Ane respek dgn sikap presiden @prabowo dalam menindak para koruptor. Tapi ane akan lebih respek lagi ketika di pemerintahan presiden @prabowo RUU Perampasan Aset Koruptor segera disahkan DPR dan ada regulasi hukum agar koruptor bisa dihukum mati ! Agar bisa membuat efek jera. https://t.co/yJgBAnBdHj;positif;
@BangAlo @PartaiSocmed jadi harus didemo dulu kah? g bisa inisiatif aja? padahal koalisi besar tuh di dpr aneh lagipula dalam demo udah sering ruu perampasan aset ini disuarakan juga;negatif;
Semoga segera di sahkan RUU perampasan aset @prabowo @DPR_RI Udah ngilu liatnya;positif;
Kenapa RUU perampasan aset tidak segera di UU kan ;negatif;
Kapan Indonesia bisa menerapkan hukuman mati bagi para koruptor ? Boro-boro hukuman mati bos. RUU Perampasan Aset Koruptor saja hingga kini belum ada kepastian kapan disahkan oleh DPR ? Jadi menangani koruptor itu seperti riak ombak di lautan ga bisa membuat efek jera.;negatif;
@StefanAntonio__ @prabowo Jgn harap ruu perampasan aset disahkan wong sdh jadi mata rantai para pejabat ;negatif;
